time_sec,traffic_flow_count,net_load_kw,charging_load_kw,discharging_load_kw,v_sourcebus,v_650,v_632,v_633,v_634,v_645,v_646,v_671,v_684,v_652,v_611,v_680,v_675,time_hour
0,7,45.0,70.0,25.0,0.9999786195729327,0.9999896629911494,1.0000056130843338,0.9959135980129931,0.9984847334413297,1.0022789732691353,1.0304381112369148,1.0279341294648274,1.0199074458716837,1.0292660476748587,1.027243265165283,1.018992320828518,1.0292660473303623,0.0
600,8,70.0,70.0,0.0,0.9999748208524866,0.999989410384025,1.0000056997292164,0.9950461812939881,0.9984844779221711,1.0022725640597405,1.0230644757533758,1.0279320870454949,1.0198994679373024,1.0218805628096224,1.0272459442793165,1.0189837689129135,1.0218805624626288,0.16666666666666666
1200,9,-25.0,0.0,25.0,0.999988979427475,0.9999903246351497,1.000005158485169,0.9982369103870744,0.998467740599314,1.002270825373109,1.0274170885106866,1.0279131402010968,1.0198937204580407,1.0262411087852599,1.0272248033781854,1.018976421997812,1.0262411084397383,0.3333333333333333
1800,8,-25.0,0.0,25.0,0.9999957021884436,0.999994607276147,1.0000112247486195,0.9996730669849426,0.9993806530135924,1.0036067606630592,1.023166188405132,1.022940606041248,1.0154662468580984,1.0222811814570627,1.022421465315868,1.0147755579838351,1.0222811811969206,0.5
2400,11,140.0,140.0,0.0,0.9999716965741016,0.9999930459811428,1.0000121598490301,0.9942704308741986,0.9994098916957047,1.0036071373596853,1.0220214193841897,1.0229737958614695,1.0154751579537533,1.021133652319037,1.0224542913207182,1.0147872212811253,1.021133652058603,0.6666666666666666
3000,11,70.0,70.0,0.0,0.9999817268561696,0.9999936905059159,1.000011745491276,0.9965234707395774,0.9993956566520095,1.0036024704511484,1.0188903465926842,1.0229568095963968,1.01546539750053,1.0179994365003602,1.0224392813540542,1.0147759038808564,1.0179994362391227,0.8333333333333334
3600,8,0.0,0.0,0.0,0.9999919777693432,0.9999943608774874,1.0000113645998916,0.9988342354330998,0.9993845344193695,1.003605205458416,1.0220256380607868,1.0229447681267627,1.0154654938681105,1.0211390398088034,1.0224260516047647,1.0147751204726467,1.0211390395483653,1.0
4200,6,0.0,0.0,0.0,0.9999919783307726,0.9999943612981693,1.0000113648718845,0.9988343561901777,0.9993846248985975,1.0036052656760452,1.022025806957036,1.0229448882914363,1.0154655771556769,1.0211392190241195,1.022426170977988,1.0147752055980397,1.0211392187636839,1.1666666666666667
4800,7,0.0,0.0,0.0,0.9999919783307701,0.9999943612981672,1.0000113648718818,0.9988343561896817,0.9993846248981143,1.0036052656754788,1.022025806956355,1.0229448882907708,1.0154655771549057,1.0211392190234132,1.0224261709773086,1.0147752055972477,1.0211392187629773,1.3333333333333333
5400,13,0.0,0.0,0.0,0.9999954895195065,0.9999966548576468,1.000014629784904,0.9995892840976031,0.9998781605999632,1.0043309961946247,1.0230560143888832,1.0236171511678984,1.0164477104370788,1.0223181872009461,1.0231850203099437,1.015873089697602,1.0223181869841675,1.5
6000,9,45.0,70.0,25.0,0.9999888725088686,0.9999962176736729,1.0000148736401322,0.998098004078339,0.9998849758141957,1.0043276487177324,1.021030224710402,1.023624351873698,1.0164459287101577,1.0202900678677334,1.0231928556126189,1.0158717844056482,1.0202900676505227,1.6666666666666667
6600,12,-25.0,0.0,25.0,0.9999992104241721,0.9999969014620894,1.0000144901736858,1.0004273532655865,0.9998741253671437,1.004333013027917,1.024196266059347,1.0236128261832815,1.0164488566110441,1.0234597413069475,1.0231803405964295,1.015873962259925,1.0234597410904094,1.8333333333333333
7200,9,70.0,70.0,0.0,0.9999852418951738,0.9999959792359916,1.0000150055604091,0.9972792580060675,0.9998886892420745,1.0043260368144291,1.0199197329255756,1.023628263685429,1.016445221994428,1.0191783043002065,1.0231971183448414,1.0158713357114053,1.0191783040827598,2.0
7800,11,70.0,70.0,0.0,0.9999852418951738,0.9999959792359916,1.000015005560409,0.9972792580060448,0.9998886892420495,1.0043260368143987,1.0199197329255452,1.0236282636853944,1.0164452219943862,1.019178304300175,1.0231971183448059,1.0158713357113627,1.0191783040827282,2.1666666666666665
8400,9,70.0,70.0,0.0,0.9999852416738896,0.9999959789893804,1.0000150053960284,0.9972792085108042,0.9998886348844284,1.0043260023295373,1.0199196663033225,1.0236281903846423,1.0164451748662993,1.0191782339422093,1.0231970442599947,1.0158712879794662,1.0191782337247617,2.3333333333333335
9000,9,70.0,70.0,0.0,0.9999887439814558,0.9999982598338376,1.0000182463380378,0.9980324217568567,1.0003801156016074,1.0050456062112678,1.0209460299301751,1.024297639252604,1.0174201283741953,1.0203536780610418,1.0239528235658049,1.0169615665710514,1.0203536778872837,2.5
9600,8,45.0,70.0,25.0,0.999992213599958,0.9999984840065506,1.0000180694777248,0.9988043259715579,1.0003727849281518,1.0050416802791733,1.0157771455732925,1.0242881774083092,1.0174130273988657,1.0151808332966035,1.0239452107914024,1.0169537758193306,1.0151808331219612,2.6666666666666665
10200,11,70.0,70.0,0.0,0.9999888603446773,0.9999982734349977,1.0000182951856307,0.9980693060338586,1.0003840774201043,1.0050519939366647,1.027206257594198,1.0243036924867803,1.0174288825620985,1.0266188216248495,1.0239567792554827,1.0169708037008114,1.0266188214521526,2.8333333333333335
10800,9,20.0,70.0,50.0,0.9999958293293758,0.9999987241763483,1.000017938458982,0.9996193965556395,1.000369204292947,1.0050442340014223,1.0168778370443219,1.0242844955106074,1.0174147544899932,1.0162825450833293,1.02394125086159,1.016955292878735,1.0162825449088762,3.0
11400,10,0.0,0.0,0.0,0.9999987443593796,0.9999989179728369,1.0000178313989938,1.0002762513869579,1.0003661658015748,1.0050463231667242,1.0177657691943993,1.024281320260679,1.017416168469631,1.0171712950194862,1.023937850591637,1.0169565348861926,1.0171712948451848,3.1666666666666665
12000,6,0.0,0.0,0.0,0.9999987445512301,0.9999989182024491,1.000017831547112,1.0002762936861116,1.0003662162911244,1.0050463544533084,1.0177658268835243,1.0242813884813502,1.0174162112183198,1.0171713555068673,1.0239379195898228,1.0169565780354466,1.0171713553325663,3.3333333333333335
12600,8,-50.0,0.0,50.0,1.000006121855119,0.9999994120665989,1.0000175567772462,1.0019376207093678,1.0003585454652963,1.0050521647260433,1.0200152548442036,1.0242733712351044,1.0174204228751114,1.0194228659154865,1.0239293403447707,1.0169603488338428,1.01942286574157,3.5
13200,9,0.0,0.0,0.0,0.9999987445509612,0.9999989182021157,1.0000178315467732,1.000276293627448,1.000366216218187,1.0050463543806605,1.0177658268040544,1.024281388380342,1.0174162111199707,1.017171355424949,1.0239379194866927,1.016956577935449,1.017171355250648,3.6666666666666665
13800,8,70.0,70.0,0.0,0.9999887446510808,0.999998260510806,1.0000182468070378,0.9980325530402819,1.0003802616264634,1.0050457135261803,1.020946230560039,1.0242978341974545,1.0174202753822394,1.0203538869373054,1.0239530194300737,1.0169617166022265,1.0203538867635493,3.8333333333333335
14400,6,0.0,0.0,0.0,0.9999989874346144,0.9999989401760414,1.000017875489688,1.0003415301935599,1.0003700684877064,1.005052747225143,1.0240830606653835,1.0242873090024271,1.0174249468046621,1.0234935848982378,1.0239417112048965,1.0169657964461463,1.0234935847250135,4.0
15000,13,70.0,70.0,0.0,0.9999887446511042,0.9999982605107584,1.0000182468069778,0.9980325530472627,1.0003802616155815,1.0050457135127906,1.0209462305675077,1.0242978341822457,1.0174202753646857,1.0203538869451851,1.0239530194141657,1.016961716584423,1.020353886771429,4.166666666666667
15600,11,0.0,0.0,0.0,0.9999989874315083,0.9999989401774901,1.0000178754909892,1.000341529318056,1.0003700688265937,1.0050527475636446,1.024083059720169,1.02428730945905,1.0174249472386656,1.0234935839412067,1.023941711678981,1.016965796884083,1.0234935837679822,4.333333333333333
16200,8,0.0,0.0,0.0,0.9999886240281979,0.9999884818454395,1.0000092709090775,0.9980836127512561,0.9981010616114145,1.0031901797173264,1.014747946459328,1.0211983322994989,1.0148982664510047,1.014002271736538,1.0207675449667082,1.0143226140344537,1.014002271517983,4.5
16800,8,0.0,0.0,0.0,0.9999886229497603,0.9999884807625025,1.0000092696596277,0.9980833766906507,0.9981008230260632,1.00318990714057,1.0147476318872268,1.0211980077490839,1.0148979011381263,1.0140019486827683,1.0207672150310936,1.0143222409288914,1.0140019484642109,4.666666666666667
17400,9,0.0,0.0,0.0,0.9999886229497603,0.9999884807625025,1.0000092696596277,0.9980833766906507,0.9981008230260632,1.00318990714057,1.0147476318872268,1.0211980077490839,1.0148979011381263,1.0140019486827683,1.0207672150310936,1.0143222409288914,1.0140019484642109,4.833333333333333
18000,8,0.0,0.0,0.0,0.9999888283409236,0.9999885059727577,1.0000093270575474,0.99814046979922,0.9981059970071133,1.0031987350601157,1.0210349833041599,1.0212059240678575,1.0149099285584633,1.0202955391369002,1.0207724655249868,1.0143348761005366,1.0202955389196877,5.0
18600,12,0.0,0.0,0.0,0.9999888293540371,0.9999885070135694,1.0000093275951827,0.998140669441982,0.9981062206863056,1.0031988611215237,1.021035289624144,1.0212062198668663,1.0149100998203433,1.020295858983673,1.020772761927713,1.0143350490949634,1.0202958587664637,5.166666666666667
19200,9,-25.0,0.0,25.0,0.999992551512967,0.9999887607505354,1.0000091987548767,0.9989782875207874,0.9981041063722653,1.0032029754121905,1.0221741054944575,1.0212043454846402,1.0149139119538801,1.021435974894452,1.020770531682006,1.0143385899078974,1.0214359746774828,5.333333333333333
19800,10,70.0,70.0,0.0,0.9999610521729467,0.9999724792842001,0.999994340685421,0.9920767881967676,0.9947989347115637,0.9998244148424936,1.0250704345689425,1.0167101465990713,1.0103496787209216,1.023893687531284,1.0160069834735201,1.0094285769815334,1.0238936871849704,5.5
20400,11,70.0,70.0,0.0,0.9999610535389254,0.9999724806618137,0.9999943415863903,0.9920770869925751,0.9947992357856993,0.9998246066880092,1.0250708483238313,1.0167105501725209,1.0103499406146537,1.0238941236358243,1.0160073896615147,1.0094288425584472,1.0238941232895158,5.666666666666667
21000,10,0.0,0.0,0.0,0.9999715762078649,0.9999732010527089,0.9999940035262537,0.9944449376476313,0.9947983429567906,0.9998350764017772,1.0283141489890284,1.0167112745130447,1.010360795088811,1.027143294977107,1.0160064910699538,1.0094385470930551,1.027143294631889,5.833333333333333
21600,36,-100.0,0.0,100.0,0.9999867363390331,0.9999742327311189,0.9999934209132573,0.9978395625171104,0.9947893604271394,0.9998414894854009,1.026774577648276,1.016700809811158,1.0103641511784374,1.025602566199593,1.0159978628710529,1.0094391920636017,1.0256025658538612,6.0
22200,53,65.0,140.0,75.0,0.9999617963910922,0.9999725314306659,0.9999943181585175,0.9922443503227988,0.9947992164691281,0.999825324181431,1.025299642316385,1.0167106619751045,1.0103506841203311,1.02412333370797,1.0160073865118129,1.0094295064211587,1.024123333361739,6.166666666666667
22800,56,65.0,140.0,75.0,0.9999618245033883,0.9999725504338942,0.9999943933511125,0.9922622913437005,0.9948057643802929,0.9998363702298722,1.0314847339448057,1.0167205866500701,1.010365720862922,1.0303180124603493,1.0160131907964665,1.0094454970471711,1.0303180121161881,6.333333333333333
23400,50,40.0,140.0,100.0,0.999933060990771,0.9999441190777503,0.9999668693619815,0.9861227041456859,0.9886377319080247,0.9939118379689026,1.0351236683181437,1.0267609589502344,1.020868466651864,1.03322703131395,1.0256292365832098,1.019387077467719,1.033227030756261,6.5
24000,45,-50.0,0.0,50.0,0.9999473344873084,0.9999451336598633,0.9999664729139216,0.9893267449764599,0.988650302703449,0.9939325803073754,1.039579567132694,1.0267789993833478,1.0208949972072394,1.037695833538444,1.025643768861783,1.0194112897789531,1.0376958329831694,6.666666666666667
24600,51,65.0,140.0,75.0,0.9999291845071446,0.9999438494573264,0.9999669848111655,0.9852514470139597,0.9886351426922947,0.9939088858328199,1.0339147384749252,1.0267572571640229,1.0208648699664167,1.032014539683981,1.0256265826024475,1.0193841875097505,1.032014539125632,6.833333333333333
25200,83,-100.0,0.0,100.0,0.9999552307569796,0.9999456630287439,0.9999661367446051,0.9910844681923928,0.9886458787553968,0.9939273630875927,1.0358823760447862,1.026771822520777,1.020886467314884,1.0339905162613139,1.025641184352818,1.019399814455881,1.0339905157040676,7.0
25800,86,200.0,350.0,150.0,0.9999082306792255,0.9999424612361002,0.9999677613706087,0.9805612279899975,0.9886382362761037,0.9939214394652304,1.0395506507731458,1.0267631436495848,1.020884334294293,1.0376620353848955,1.0256248114933804,1.0194100003755528,1.0376620348295853,7.166666666666667
26400,89,140.0,140.0,0.0,0.9999171427839105,0.9999431235944182,0.9999676378858514,0.9825818167299348,0.9886590423958581,0.993948358911452,1.0484534757761803,1.0267937389769834,1.0209205876843013,1.046587955412239,1.0256467543490826,1.0194464091829236,1.0465879548616983,7.333333333333333
27000,87,230.0,280.0,50.0,0.9998880325808129,0.9999264029361371,0.9999558640174881,0.9761876995030394,0.9852605351192796,0.991343153463588,1.045389430931459,1.0343266909984488,1.0234961458947713,1.0433689863513533,1.0331097739677029,1.0219110430370866,1.0433689857566164,7.5
27600,71,345.0,420.0,75.0,0.999869688213861,0.9999251875677779,0.999956507609868,0.9720811385325376,0.9852550006879885,0.9913585582923701,1.051593440565251,1.034322271468457,1.0235187573717515,1.0495852008798254,1.033097673770489,1.0219394226904892,1.0495852002882025,7.666666666666667
28200,74,20.0,70.0,50.0,0.9999213848157081,0.9999286801856253,0.9999547242921806,0.9836437674984188,0.985276605240013,0.9913384857985253,1.0376780580490472,1.0343437664555468,1.0234857714860097,1.0356413956932276,1.0331384680200604,1.0218902904476528,1.0356413950940853,7.833333333333333
28800,56,45.0,70.0,25.0,0.9999172500946572,0.9999284665846191,0.9999550729140192,0.9827430039578579,0.9852953233856002,0.9913722840481667,1.0485792552057507,1.0343733493903655,1.0235331121904763,1.0465708321471685,1.0331553276476209,1.0219416257600684,1.0465708315542441,8.0
29400,62,255.0,280.0,25.0,0.9998831569095905,0.9999261582864893,0.999956234158495,0.9751194351980397,0.9852814238886761,0.9913798217222962,1.0559143338189318,1.0343592500502283,1.023547202492987,1.0538962693442622,1.0331406031446755,1.0219639744193276,1.0538962687502105,8.166666666666666
30000,69,85.0,210.0,125.0,0.9999110198842764,0.9999279737957896,0.9999550971739877,0.9813303750635679,0.985273757280961,0.9913404310460286,1.040521568235597,1.0343416070161282,1.023489913019545,1.0384912099315853,1.0331321500088415,1.0218978712498648,1.038491209334093,8.333333333333334
30600,75,45.0,70.0,25.0,0.9999174283460449,0.9999244990186619,0.9999562873978284,0.9827695210068076,0.9844246858062777,0.9916861902295314,1.048568749211066,1.0331627850674414,1.023963899112636,1.0468479947656,1.0321160118864416,1.0226021861142518,1.046847994257524,8.5
31200,73,160.0,210.0,50.0,0.9998989816107865,0.9999231593186696,0.999956780439752,0.9786425099805859,0.984397315451553,0.9916587469056267,1.0488020876115582,1.0331270264986545,1.0239310405032984,1.04707982968199,1.0320786229491252,1.0225733266508577,1.0470798291740184,8.666666666666666
31800,63,-5.0,70.0,75.0,0.9999255465974974,0.9999250019193764,0.9999558388232859,0.9845618716902261,0.9844113652016772,0.9916610976187716,1.038914052339946,1.033140178323154,1.0239267265258822,1.037172279104644,1.032103377238329,1.0225609389971575,1.0371722785918238,8.833333333333334
32400,46,-50.0,0.0,50.0,0.9999328390497624,0.9999255674215132,0.9999556942386033,0.9861947684458943,0.9844291621900786,0.9916845686627233,1.0411979186941422,1.0331646261652223,1.0239568083799586,1.0394622812761367,1.032126178104232,1.0225899282051363,1.039462280764468,9.0
33000,47,115.0,140.0,25.0,0.99990651554022,0.9999236218020007,0.9999563597213861,0.9803065604759836,0.9843857018818564,0.9916315152592173,1.0390401334590937,1.0331068206978977,1.0238915022830934,1.037296691608584,1.0320684433644263,1.022529953441724,1.0372966910958568,9.166666666666666
33600,40,70.0,70.0,0.0,0.9999135368470833,0.9999241354404447,0.9999562128984604,0.9818829288711658,0.9843976757871019,0.9916488467803505,1.041247356407426,1.0331234333468864,1.0239134337288325,1.0395094771551299,1.032083404814077,1.0225508387297426,1.0395094766434372,9.333333333333334
34200,37,140.0,140.0,0.0,0.9999027330331267,0.9999213190968507,0.9999569888483825,0.9794514335615974,0.9839357520052757,0.9917655603113789,1.0378197025672344,1.032481224322827,1.024077789387225,1.0362189232110752,1.0315289197995625,1.0228312868303577,1.0362189227405783,9.5
34800,41,70.0,70.0,0.0,0.9999134997564425,0.9999222118241687,0.9999569553492054,0.981881995601588,0.9839808670245582,0.9918271092967893,1.0472930843425972,1.0325457191867533,1.0241589206188484,1.045713094083422,1.031585746709484,1.0229123170727812,1.045713093617195,9.666666666666666
35400,31,280.0,280.0,0.0,0.9998802571414113,0.999919793761725,0.9999578039804642,0.974440568912402,0.9839267072106327,0.9917749984424904,1.0488586190757234,1.0324750219178263,1.024097819955698,1.0472786704911416,1.0315113854354503,1.022857927208361,1.0472786700256203,9.833333333333334
36000,47,185.0,210.0,25.0,0.9998951871839304,0.9999208677357687,0.9999574167836092,0.97778481022192,0.9839498414390414,0.9917942503978395,1.0475650685093656,1.0325050425680362,1.0241198101630742,1.0459838594533715,1.031543564209821,1.0228768396699635,1.0459838589872703,10.0
36600,34,90.0,140.0,50.0,0.9999104737295234,0.9999219022996607,0.9999568481353714,0.981189342398533,0.9839530738067742,0.9917890216247771,1.0402517414497734,1.0325051986484879,1.024107422538752,1.0386566606397345,1.0315512349380018,1.0228598830057245,1.0386566601703024,10.166666666666666
37200,34,45.0,70.0,25.0,0.9999175056367973,0.9999225156368245,0.9999568800427482,0.9827801677859516,0.9839897954316272,0.9918396796410173,1.048560029523505,1.0325580220170387,1.0241748087324543,1.046982976582609,1.03159721201887,1.0229276601354629,1.046982976116929,10.333333333333334
37800,37,-25.0,0.0,25.0,0.9999327691738906,0.9999258895019536,0.999960044762112,0.9861319728952023,0.984544918915821,0.9926380055814095,1.0410913506133113,1.0333271000264879,1.025268437388073,1.0396445321325238,1.0324616911203963,1.0241323784387613,1.0396445317061933,10.5
38400,40,255.0,280.0,25.0,0.999888455196238,0.9999226302899857,0.9999612236348414,0.976227675608615,0.9844740165492789,0.992560685379097,1.0453754993581605,1.033235219318361,1.025179719184496,1.0439327097897146,1.0323634715862824,1.0240524433917586,1.0439327093651165,10.666666666666666
39000,31,115.0,140.0,25.0,0.99991030117283,0.9999242458016989,0.999960724600315,0.9811236316452742,0.9845156639882102,0.9926068370238457,1.0462298675156436,1.0332910639675925,1.025235118869902,1.044790571226616,1.0324200042084726,1.0241041852710326,1.0447905708023586,10.833333333333334
