time_sec,traffic_flow_count,net_load_kw,charging_load_kw,discharging_load_kw,v_sourcebus,v_650,v_632,v_633,v_634,v_645,v_646,v_671,v_684,v_652,v_611,v_680,v_675,time_hour
0,7,45.0,70.0,25.0,0.9999846079732455,0.9999867934144097,1.000005222948217,0.9972816771703589,0.9977283627620422,1.0022691669539276,1.0260492786453628,1.0269382256656323,1.0198927420535786,1.0248708078493174,1.0262491145686998,1.018976742039134,1.0248708075033433,0.0
600,8,70.0,70.0,0.0,0.999984220979108,0.9999847594958462,1.0000051395850034,0.9972137201082859,0.9972583097736691,1.0022603193941544,1.0259226325689148,1.0201103924824297,1.0198807711586784,1.0247433226875982,1.0194126796844054,1.0189683907818725,1.0247433223415778,0.16666666666666666
1200,9,-25.0,0.0,25.0,0.9999854950246588,0.9999916320956886,1.0000053135002076,0.9974388121156348,0.9988139652756894,1.0022653805476853,1.0263619202029497,1.0221470831677262,1.0198869701696356,1.0251834424115442,1.0214521904497373,1.0189728501565818,1.0251834420656663,0.3333333333333333
1800,8,-25.0,0.0,25.0,0.9999923043959492,0.999996169296087,1.0000114120342187,0.9988920666852473,0.999794041071298,1.003606839523976,1.0221388178115922,1.023481166506069,1.0154675237139705,1.0212524042489695,1.0229630166765025,1.0147768146994505,1.021252403988565,0.5
2400,11,140.0,140.0,0.0,0.9999901377193425,0.9999842949200745,1.0000111079904501,0.9985086701095736,0.9971052589687207,1.0035976543770333,1.021391922263067,1.0199604454292184,1.015456300250489,1.0205044173275386,1.0194385935367662,1.0147678500933832,1.0205044170669457,0.6666666666666666
3000,11,70.0,70.0,0.0,0.9999910625993288,0.9999893180973338,1.0000112368132423,0.998672365848068,0.998242627166737,1.0036016174390783,1.0217095304297013,1.0214494150626456,1.0154611433853349,1.0208224941143444,1.0209291507148996,1.0147717285622382,1.0208224938538322,0.8333333333333334
3600,8,0.0,0.0,0.0,0.9999919774804893,0.9999943586075992,1.0000113633138576,0.9988341669874464,0.9993840397867144,1.0036049339565214,1.0220255336080315,1.0229440768641418,1.0154651490564324,1.021138928628053,1.0224253133957593,1.0147747886977787,1.0211389283676133,1.0
4200,6,0.0,0.0,0.0,0.9999919783307726,0.9999943612981693,1.0000113648718845,0.9988343561901769,0.9993846248985983,1.0036052656760446,1.0220258069570378,1.022944888291437,1.0154655771556758,1.0211392190241209,1.0224261709779885,1.0147752055980388,1.0211392187636852,1.1666666666666667
4800,7,0.0,0.0,0.0,0.999991978330764,0.999994361298161,1.000011364871873,0.9988343561883606,0.9993846248967481,1.0036052656735799,1.0220258069545651,1.0229448882888688,1.0154655771523289,1.02113921902158,1.0224261709753524,1.0147752055945962,1.021139218761144,1.3333333333333333
5400,13,0.0,0.0,0.0,0.9999954885341238,0.9999966522182105,1.0000146281261946,0.9995890699175833,0.9998775904724488,1.0043306390124067,1.0230557011606545,1.0236163571690526,1.0164472470615638,1.0223178563582773,1.0231841879167474,1.0158726344615143,1.0223178561414952,1.5
6000,9,45.0,70.0,25.0,0.9999949036379339,0.9999934093869022,1.0000145465014998,0.9994854750324558,0.9991431215332319,1.0043284143194038,1.022852814192559,1.022654480677429,1.0164445515034424,1.0221147327178806,1.022221500375865,1.0158704468772415,1.022114732501058,1.6666666666666667
6600,12,-25.0,0.0,25.0,0.9999958130564466,0.9999984615619806,1.0000146759722102,0.9996465857049135,1.000287364379142,1.00433238493354,1.023168576581928,1.024153164862148,1.016449401374301,1.0224308825567068,1.0237215058607263,1.0158744925161762,1.0224308823399513,1.8333333333333333
7200,9,70.0,70.0,0.0,0.9999945776074272,0.9999916127441917,1.000014501907103,0.9994277395696489,0.998736204863963,1.0043273138943143,1.0227400353122336,1.022121675215,1.0164432294229646,1.0220018295778248,1.0216882558219829,1.0158694050541284,1.0220018293609814,2.0
7800,11,70.0,70.0,0.0,0.9999945776074263,0.9999916127441912,1.000014501907102,0.9994277395695057,0.9987362048638401,1.004327313894144,1.022740035312039,1.0221216752148299,1.01644322942273,1.0220018295776252,1.0216882558218094,1.0158694050538872,1.0220018293607815,2.1666666666666665
8400,9,70.0,70.0,0.0,0.9999945768181411,0.9999916105473029,1.000014500460498,0.9994275669040217,0.9987357300028832,1.004327001671658,1.0227397851268545,1.0221210135160412,1.01644282571537,1.0220015646361034,1.0216875625325181,1.0158690076799735,1.0220015644192566,2.3333333333333335
9000,9,70.0,70.0,0.0,0.9999980790291344,0.999993897521924,1.000017746431085,1.0001803639825713,0.9992278047139775,1.0050487353879936,1.0237672733738081,1.0227913322980116,1.0174200368852513,1.0231774862244774,1.022444678989714,1.0169615259860456,1.0231774860511988,2.5
9600,8,45.0,70.0,25.0,0.9999983567131608,0.9999954718901906,1.0000177590134314,1.0002301695581879,0.9995748833940382,1.0050435687641412,1.0238701148721507,1.0170178646261883,1.0174127166482203,1.0232801420015356,1.0166676353683342,1.0169555915372048,1.023280141828277,2.6666666666666665
10200,11,70.0,70.0,0.0,0.9999980292320668,0.9999936892926109,1.0000177127589334,1.0001719587115936,0.9991711264525655,1.0050418908001675,1.0237567412506392,1.01649243755921,1.0174106459483983,1.0231666469397585,1.016141812141864,1.0169537523836503,1.0231666467664786,2.8333333333333335
10800,9,20.0,70.0,50.0,0.9999986824282762,0.9999972556387211,1.0000178041106613,1.0002880344420246,0.9999789267120472,1.0050449753996988,1.0239831347764607,1.0175436963974251,1.0174144350418741,1.0233932730427073,1.0171938434021415,1.0169570807998376,1.023393272869468,3.0
11400,10,0.0,0.0,0.0,0.999998940954479,0.9999986809373719,1.0000178376214814,1.0003339099894952,1.0003018189640425,1.0050455296247613,1.0240730493104937,1.017963893254718,1.017415071732182,1.0234832590191072,1.0176142910240522,1.0169575430967208,1.0234832588458789,3.1666666666666665
12000,6,0.0,0.0,0.0,0.999998941593873,0.9999986828168889,1.0000178389372556,1.0003340484664556,1.0003022268023092,1.0050458151989272,1.02407325143347,1.0179644575772806,1.0174154406525928,1.0234834698041688,1.0176148805929774,1.0169579074555792,1.0234834696309425,3.3333333333333335
12600,8,-50.0,0.0,50.0,0.9999995881760098,1.000002263376883,1.000017929545874,1.0004489012199085,1.0011133196319735,1.0050486300052148,1.0242986871487776,1.0190203126115709,1.0174188786312224,1.0237091275476464,1.0186714868853117,1.016960887231273,1.0237091273744583,3.5
13200,9,0.0,0.0,0.0,0.9999989415920464,0.9999986828146713,1.0000178389345529,1.000334048072854,1.0003022263211883,1.0050458146118848,1.0240732508944985,1.017964456906875,1.0174154398634343,1.023483469255994,1.017614879904163,1.0169579066518637,1.0234834690827677,3.6666666666666665
13800,8,70.0,70.0,0.0,0.9999980299393432,0.999993691006119,1.000017714016376,1.0001721121585891,0.999171498168791,1.0050421645706198,1.0237569610878605,1.0164929505477687,1.0174110010180357,1.023166876804991,1.016142345523244,1.0169541047622699,1.0231668766317137,3.8333333333333335
14400,6,0.0,0.0,0.0,0.9999989415920464,0.9999986828146713,1.0000178389345529,1.000334048072854,1.0003022263211883,1.0050458146118848,1.0240732508944985,1.017964456906875,1.0174154398634343,1.023483469255994,1.017614879904163,1.0169579066518637,1.0234834690827677,4.0
15000,13,70.0,70.0,0.0,0.9999980299374568,0.9999936910039395,1.0000177140136812,1.0001721117510665,0.9991714976946299,1.0050421639849305,1.0237569605330956,1.0164929498900164,1.0174110002303967,1.0231668762404276,1.0161423448476097,1.0169541039598988,1.02316687606715,4.166666666666667
15600,11,0.0,0.0,0.0,0.999998941593873,0.9999986828168889,1.0000178389372556,1.0003340484664556,1.0003022268023092,1.0050458151989272,1.02407325143347,1.0179644575772806,1.0174154406525928,1.0234834698041688,1.0176148805929774,1.0169579074555792,1.0234834696309425,4.333333333333333
16200,8,0.0,0.0,0.0,0.999988770277276,0.9999882858998733,1.0000092834816101,0.9981306042328553,0.9980465080291684,1.0031896338250217,1.0210221009517726,1.014913125292581,1.0148974936797006,1.0202822899973678,1.0144746933535502,1.0143244737455022,1.0202822897801584,4.5
16800,8,0.0,0.0,0.0,0.999988769094837,0.9999882847923298,1.0000092822202526,0.9981303461999711,0.9980462648804082,1.0031893574538742,1.0210217532340555,1.0149127974851406,1.0148971231240709,1.0202819328947526,1.0144743605121818,1.0143240952756007,1.0202819326775403,4.666666666666667
17400,9,0.0,0.0,0.0,0.999988769094837,0.9999882847923298,1.0000092822202526,0.9981303461999711,0.9980462648804082,1.0031893574538742,1.0210217532340555,1.0149127974851406,1.0148971231240709,1.0202819328947526,1.0144743605121818,1.0143240952756007,1.0202819326775403,4.833333333333333
18000,8,0.0,0.0,0.0,0.9999888284263622,0.9999885033427013,1.0000093251297772,0.9981404726360161,0.9981054296309041,1.0031983276895489,1.0210349877971883,1.0212051106558826,1.0149094139404973,1.020295545082273,1.0207716020940032,1.014334373847914,1.0202955448650608,5.0
18600,12,0.0,0.0,0.0,0.9999888293540371,0.9999885070135694,1.0000093275951827,0.9981406694419822,0.9981062206863056,1.0031988611215243,1.0210352896241477,1.0212062198668668,1.0149100998203442,1.0202958589836764,1.0207727619277132,1.0143350490949645,1.0202958587664672,5.166666666666667
19200,9,-25.0,0.0,25.0,0.9999891576943422,0.999990308706697,1.0000093735000022,0.9981986793811355,0.9985140705294018,1.0032002372395414,1.0211484447253134,1.0217402499821808,1.014911749175299,1.0204091419774473,1.0213072123310685,1.0143364225486742,1.0204091417602594,5.333333333333333
19800,10,70.0,70.0,0.0,0.9999705333674644,0.9999682577296055,0.9999938421564729,0.9942428836813347,0.9936902954711655,0.999829022505634,1.0217633512997475,1.0214383322471392,1.0103534555952005,1.020582688909159,1.0207434788961627,1.0094283328604738,1.0205826885617215,5.5
20400,11,70.0,70.0,0.0,0.9999705335876024,0.9999682581334074,0.9999938425285438,0.9942429311762376,0.9936903828349571,0.999829103029327,1.021763417644457,1.0214384546033355,1.0103535617646868,1.0205827567962027,1.0207436058283756,1.009428440013485,1.0205827564487662,5.666666666666667
21000,10,0.0,0.0,0.0,0.9999715009152321,0.9999733612010163,0.9999939862130197,0.9944129827159773,0.994844047252827,0.9998359456803989,1.022091283904921,1.0229575548439707,1.010361933184703,1.020911263194775,1.0222648443749525,1.0094355141614841,1.0209112628474497,5.833333333333333
21600,36,-100.0,0.0,100.0,0.9999728682517914,0.999980690972464,0.9999941923574556,0.9946532323018146,0.9965012297149302,0.9998456401344796,1.022557759033409,1.0251405086320342,1.0103737767163232,1.0213786446001871,1.0244508565823873,1.0094454961966888,1.0213786442530197,6.0
22200,53,65.0,140.0,75.0,0.9999706838113643,0.9999687743902819,0.9999939096901158,0.9942696887113976,0.993816960634435,0.9998427292236772,1.0218056963298179,1.0277843628709005,1.010371930364548,1.020625745354198,1.0270975381974334,1.0094435374493351,1.020625745006784,6.166666666666667
22800,56,65.0,140.0,75.0,0.9999708171271834,0.9999687848614488,0.9999939792660463,0.9943116444691728,0.9938197729793673,0.9998532853827848,1.028039302932753,1.027789710503677,1.0103863591860527,1.0268691014260531,1.027098616260044,1.0094589509608363,1.0268691010807427,6.333333333333333
